time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.244611,0.0453,0.0691,0.2001,0.217
4.255704,0.0536,0.083,0.2379,0.258
4.265707,0.0577,0.0905,0.2568,0.278
4.275041,0.0567,0.0903,0.2533,0.275
4.286187,0.0553,0.0901,0.2494,0.271
4.295534,0.0554,0.0928,0.2527,0.275
4.306203,0.0566,0.0983,0.2619,0.285
4.31579,0.0573,0.1039,0.2703,0.295
4.32649,0.0581,0.1097,0.2781,0.305
4.33603,0.0517,0.1009,0.2477,0.272
4.346171,0.0404,0.0811,0.1926,0.213
4.356258,0.0385,0.0794,0.1838,0.204
4.367412,0.0403,0.0849,0.1926,0.214
4.376589,0.0467,0.0999,0.2234,0.249
4.388317,0.0524,0.114,0.2516,0.281
4.397159,0.0588,0.1305,0.284,0.318
4.406729,0.0655,0.1483,0.3181,0.357
4.417298,0.0743,0.1739,0.3682,0.414
4.427906,0.0832,0.2022,0.4221,0.475
4.437776,0.089,0.2277,0.4681,0.528
4.447743,0.0914,0.2485,0.5021,0.568
4.4576020000000005,0.0876,0.2542,0.5054,0.572
4.467828,0.0844,0.2647,0.521,0.59
4.478438,0.0827,0.2796,0.5476,0.62
4.488289,0.081,0.2934,0.5747,0.65
4.498891,0.0781,0.3017,0.5955,0.672
4.507884,0.0737,0.3001,0.6022,0.677
4.522145,0.068,0.2894,0.5923,0.663
4.528638,0.0612,0.2727,0.5723,0.637
4.538622,0.0575,0.271,0.5885,0.65
4.5493950000000005,0.0548,0.2753,0.6193,0.68
4.559543,0.0483,0.2643,0.6109,0.667
4.569456,0.0411,0.2482,0.5859,0.638
4.580018,0.0307,0.2135,0.5107,0.554
4.58948,0.0208,0.1729,0.4187,0.453
4.599392,0.0123,0.1275,0.3131,0.338
4.610068,0.0058,0.0792,0.1982,0.214
4.620318,0.0005,0.0101,0.0256,0.028
4.630154,-0.0021,-0.0641,-0.1658,0.178
4.639895,-0.0023,-0.1328,-0.3485,0.373
4.65258,-0.0001,-0.174,-0.467,0.498
4.659805,0.0019,-0.1823,-0.5017,0.534
4.670453,0.0031,-0.1903,-0.5352,0.568
4.681351,0.0046,-0.2032,-0.5811,0.616
4.690408,0.0069,-0.2172,-0.633,0.669
4.701086,0.0092,-0.2312,-0.6852,0.723
4.711288,0.0117,-0.244,-0.7328,0.772
4.720862,0.0135,-0.2498,-0.7607,0.801
4.731078,0.015,-0.2525,-0.7762,0.816
4.742564,0.0158,-0.253,-0.7813,0.821
4.751454,0.016,-0.2482,-0.7695,0.809
4.762056,0.016,-0.2446,-0.7602,0.799
4.772176,0.0153,-0.2389,-0.7436,0.781
4.783054,0.0127,-0.2229,-0.6955,0.73
4.792514,0.0093,-0.2007,-0.6295,0.661
4.802443,0.0059,-0.1769,-0.558,0.585
4.81288,0.0023,-0.1527,-0.4825,0.506
4.822557,-0.0007,-0.1141,-0.3625,0.38
4.833766,-0.002,-0.0713,-0.2282,0.239
4.842734,-0.0014,-0.0283,-0.0912,0.095
4.853251,-0.0001,-0.0021,-0.0068,0.007
4.863805,0.0007,0.0077,0.0247,0.026
4.873783,0.0012,0.0114,0.0362,0.038
4.883621,0.0018,0.0157,0.0496,0.052
4.893988,0.0027,0.0207,0.0642,0.068
4.903062,0.0037,0.0256,0.0785,0.083
4.91411,0.0048,0.0306,0.0922,0.097
4.923514,0.006,0.0357,0.1056,0.112
4.936346,0.0075,0.0415,0.1206,0.128
4.944467,0.0086,0.0449,0.1283,0.136
4.953908,0.0095,0.0483,0.1354,0.144
4.964211,0.0106,0.0525,0.1447,0.154
4.974287,0.01,0.0515,0.1406,0.15
4.984523,0.0099,0.0511,0.1381,0.148
